is_read,text,object_id,title,object_type,url,html_text,image,sound,data,type,badge,user_id,time,web_url,read,date,objects,badge_name
true,You have just unlocked the Marathoner badge!,76666-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=76666-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/76666/62061588/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=76666-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1703320198059,,,,,
true,You have just unlocked the Marathoner badge!,421855-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=421855-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/421855/0/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=421855-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1703551066389,,,,,
true,You have just unlocked the Marathoner badge!,76666-marathoner-10-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=76666-marathoner-10-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/76666/62061588/new/marathon-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=76666-marathoner-10-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1703605700155,,,,,
true,,,,,https://www.facebook.com/tvtimeapp,,,,Give us some love and stay tuned to our latest updates. Like our Facebook page 👍,like-facebook-page,,75184478,1703675799954,https://www.facebook.com/tvtimeapp,false,2023-12-27T11:16:39+00:00,"[{""id"":3,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/www.tvtime.com\/images\/logo_flat.png"",""2"":""https:\/\/www.tvtime.com\/images\/logo_flat.png"",""square"":""https:\/\/www.tvtime.com\/images\/logo_flat.png""}}]",
true,You have just unlocked the Marathoner badge!,377543-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=377543-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/377543/62205465/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=377543-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1703903519150,,,,,
true,You have just unlocked the Marathoner badge!,76703-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=76703-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/76703/61999285/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=76703-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1703903666386,,,,,
true,You have just unlocked the Marathoner badge!,76703-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=76703-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/76703/61999285/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=76703-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1703929341033,,,,,
true,You have just unlocked the Marathoner badge!,76703-marathoner-10-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=76703-marathoner-10-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/76703/61999285/new/marathon-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=76703-marathoner-10-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704002377332,,,,,
true,,,,,tvst://user/75184478/badges?badge_id=chose-emotion,,https://d1qhxojdkstxv7.cloudfront.net/first-xp/emo.png,,You have just unlocked the Emo badge!,badge-unlocked,,75184478,1704015623729,,false,2023-12-31T09:40:23+00:00,"[{""id"":1,""type"":""user"",""name"":""TV Time"",""all_images"":{""1"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/first-xp\/emo-hd.png"",""2"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/first-xp\/emo-hd.png"",""square"":""https:\/\/d1qhxojdkstxv7.cloudfront.net\/first-xp\/emo-hd.png""}}]",Emo
true,You have just unlocked the Marathoner badge!,76703-marathoner-20-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=76703-marathoner-20-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/76703/61999285/new/marathon-3.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=76703-marathoner-20-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704044203474,,,,,
true,You have just unlocked the Marathoner badge!,329822-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=329822-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/329822/62536644/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=329822-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704310015965,,,,,
true,You have just unlocked the Marathoner badge!,81472-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=81472-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/81472/523911/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=81472-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704447151968,,,,,
true,You have just unlocked the Marathoner badge!,121361-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=121361-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/121361/833691/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=121361-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704602391206,,,,,
true,You have just unlocked the Marathoner badge!,81797-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=81797-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/81797/62000406/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=81797-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704605850580,,,,,
true,You have just unlocked the Marathoner badge!,121361-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=121361-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/121361/833691/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=121361-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704698578740,,,,,
true,You have just unlocked the Marathoner badge!,121361-marathoner-10-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=121361-marathoner-10-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/121361/833691/new/marathon-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=121361-marathoner-10-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1704733293107,,,,,
true,You have just unlocked the Marathoner badge!,81472-marathoner-10-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=81472-marathoner-10-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/81472/523911/new/marathon-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=81472-marathoner-10-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1705151904380,,,,,
true,You have just unlocked the Marathoner badge!,121361-marathoner-20-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=121361-marathoner-20-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/121361/833691/new/marathon-3.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=121361-marathoner-20-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1705335707321,,,,,
true,You have just unlocked the Archivist badge!,archived-show,,badge,tvst://user/75184478/badges?badge_id=archived-show,You have just unlocked the Archivist badge!,https://d1qhxojdkstxv7.cloudfront.net/first-xp/archivist.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Archivist badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=archived-show"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1705475909452,,,,,
true,You have just unlocked the Quick Watcher badge!,389597-quick-watcher-3-bd,,badge,tvst://user/75184478/badges?badge_id=389597-quick-watcher-3-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/389597/62976342/new/fast-watcher-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=389597-quick-watcher-3-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1705815474207,,,,,
true,You have just unlocked the Quick Watcher badge!,81797-quick-watcher-3-bd,,badge,tvst://user/75184478/badges?badge_id=81797-quick-watcher-3-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/81797/62000406/new/fast-watcher-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=81797-quick-watcher-3-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1705837374190,,,,,
true,You have just unlocked the Marathoner badge!,114801-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=114801-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/114801/891811/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=114801-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1705918292941,,,,,
true,You have just unlocked the Marathoner badge!,114801-marathoner-10-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=114801-marathoner-10-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/114801/891811/new/marathon-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=114801-marathoner-10-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1706080584311,,,,,
true,You have just unlocked the Marathoner badge!,114801-marathoner-20-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=114801-marathoner-20-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/114801/891811/new/marathon-3.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=114801-marathoner-20-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1706080590537,,,,,
true,You have just unlocked the Marathoner badge!,114801-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=114801-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/114801/891811/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=114801-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1706246643859,,,,,
true,You have just unlocked the Marathoner badge!,362696-marathoner-5-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=362696-marathoner-5-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/362696/62003331/new/marathon-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=362696-marathoner-5-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1706278161800,,,,,
true,You have just unlocked the Marathoner badge!,421855-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=421855-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/421855/0/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=421855-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1706549758561,,,,,
true,You have just unlocked the Marathoner badge!,339076-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=339076-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/339076/62087441/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=339076-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1706847035976,,,,,
true,You have just unlocked the Quick Watcher badge!,389597-quick-watcher-5-bd,,badge,tvst://user/75184478/badges?badge_id=389597-quick-watcher-5-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/389597/62976342/new/fast-watcher-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=389597-quick-watcher-5-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1707019460990,,,,,
true,You have just unlocked the Marathoner badge!,389597-marathoner-3-within-24-bd,,badge,tvst://user/75184478/badges?badge_id=389597-marathoner-3-within-24-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/389597/62976342/new/marathon-0.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=389597-marathoner-3-within-24-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1707019461495,,,,,
true,You have just unlocked the Marathoner badge!,281249-marathoner-10-within-48-bd,,badge,tvst://user/75184478/badges?badge_id=281249-marathoner-10-within-48-bd,You have just unlocked the Marathoner badge!,https://d1qhxojdkstxv7.cloudfront.net/281249/1011780/new/marathon-2.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Marathoner badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=281249-marathoner-10-within-48-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1707020079007,,,,,
true,You have just unlocked the Quick Watcher badge!,81797-quick-watcher-5-bd,,badge,tvst://user/75184478/badges?badge_id=81797-quick-watcher-5-bd,You have just unlocked the Quick Watcher badge!,https://d1qhxojdkstxv7.cloudfront.net/81797/62000406/new/fast-watcher-1.png,notif.caf,"{""action"":""com.tozelabs.tvshowtime.NOTIFICATION"",""category"":""notification-category-gamification"",""loc-key"":""You have just unlocked the Quick Watcher badge!"",""notification_id"":""badge-unlocked"",""url"":""tvst://user/75184478/badges?badge_id=81797-quick-watcher-5-bd"",""web_url"":""https://www.tvtime.com/user/75184478/profile#tab-rewards""}",badge-unlocked,1,75184478,1707703431935,,,,,
